OBJECTID,year,quarter,light_desc,light_code,county_des,county_no,muni_desc,muni_code,junction_d,junction_c,collision_,collisio_2,surf_cond_,surf_con_2,lane_code,rd_cond_de,rd_cond_co,rd_div_des,rd_div_cod,fix_obj_de,fix_obj_co,report_no,report_typ,weather_de,weather_co,acc_date,acc_time,loc_code,signal_fla,signal_f_2,c_m_zone_f,agency_cod,area_code,harm_event,harm_eve_2,harm_eve_3,harm_eve_4,rte_no,route_type,rte_suffix,log_mile,logmile_di,logmile__2,mainroad_n,distance,feet_miles,feet_mil_2,distance_d,reference_,referenc_2,referenc_3,referenc_4,latitude,longitude,crashdate,date,Field1,x,y
631,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE61470029,Property Damage Crash,,6.01,20220607,6/23/2023 3:30:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,520,MU,,0.47,West,W,E CHURCH ST,0,Feet,F,W,2720,MU,,TRUITT ST,38.37229,-75.5844,20220607,6/7/2022 12:00:00 AM,,-75.5843941813463,38.3722909117962
632,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,ZV1292001K,Property Damage Crash,,6.01,20220502,6/23/2023 10:35:00 PM,,No,N,N,WICOMICO,UNK,Fixed Object,9,Fixed Object,9,765,MU,,3.18,North,N,DIVISION ST S,0,Feet,F,S,1128,MU,,HALSEY DR,38.3451,-75.5986,20220502,5/2/2022 12:00:00 AM,,-75.5986040002743,38.3450989996192
633,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Wet,1,3,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE31960011,Property Damage Crash,Raining,3,20220506,6/23/2023 10:46:00 PM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,50,US,BU,3.074,East,E,W SALISBURY PKWY,0,Feet,F,E,1430,MU,,LAKE ST,38.36641,-75.60483,20220506,5/6/2022 12:00:00 AM,,-75.6048302846899,38.3664092871589
634,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Head On,1,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE61470028,Injury Crash,,6.01,20220518,6/23/2023 8:15:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,100,Feet,F,S,277,CO,,BEAGLIN PARK DR,38.34674,-75.58147,20220518,5/18/2022 12:00:00 AM,,-75.5814739261807,38.3467453696032
635,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Right Turn,8,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3196000S,Property Damage Crash,,6.01,20220418,6/23/2023 2:04:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.27,North,N,S SALISBURY BLVD,20,Feet,F,N,415,MU,,E CARROLL ST,38.3634,-75.59574,20220418,4/18/2022 12:00:00 AM,,-75.5957422900746,38.3634040289728
636,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2172009F,Injury Crash,,6.01,20220425,6/23/2023 3:51:00 PM,,No,N,N,SALISBURY,UNK,Pedestrian,3,Not Applicable,0,2180,MU,,0.46,East,E,PINEHURST AVE,0,Feet,F,E,1600,MU,,LOVECROP DR,38.35098,-75.60292,20220425,4/25/2022 12:00:00 AM,,-75.6029205761237,38.3509779181964
637,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE610600BS,Property Damage Crash,,6.01,20220401,6/23/2023 5:42:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,631,MU,,0.18,West,W,W COLLEGE AVE,40,Feet,F,E,2710,MU,,S TOWER DR,38.34843,-75.60049,20220401,4/1/2022 12:00:00 AM,,-75.6004905261169,38.3484274084981
638,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Direction Sideswipe,7,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31960013,Property Damage Crash,,6.01,20220508,6/23/2023 8:36:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.64,North,N,N SALISBURY BLVD,0,Feet,F,N,520,MU,,E CHURCH ST,38.36826,-75.59528,20220508,5/8/2022 12:00:00 AM,,-75.5952826375836,38.3682649509668
639,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Not Applicable,0,Other,88,Dry,2,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,DE11640016,Injury Crash,,6.01,20220522,6/23/2023 11:16:00 PM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Overturn,11,1780,MU,,0.44,South,S,MILL ST,150,Feet,F,N,50,US,BU,W SALISBURY PKWY,38.36595,-75.60279,20220522,5/22/2022 12:00:00 AM,,-75.602794103565,38.3659470716001
640,2022,Q2,Daylight,1,Wicomico,22,,133,,88,Same Direction Left Turn,9,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE51560029,Property Damage Crash,,6.01,20220512,6/23/2023 5:02:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2421,MU,,0.02,North,N,RIVERSIDE DR,100,Feet,F,N,153,CO,,RIVERSIDE DR (AHEAD),38.36406,-75.60394,20220512,5/12/2022 12:00:00 AM,,-75.6039332352306,38.3640599540037
641,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,4,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2158008L,Property Damage Crash,,6.01,20220612,6/23/2023 7:44:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,50,US,BU,2.518,East,E,W SALISBURY PKWY,0,Feet,F,E,349,MD,,NANTICOKE RD,38.36961,-75.61442,20220612,6/12/2022 12:00:00 AM,,-75.6144211145428,38.3696072961399
642,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Sideswipe,7,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3196000X,Injury Crash,,6.01,20220422,6/23/2023 11:05:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,828,MU,,0.87,North,N,EASTERN SHORE DR,0,Feet,F,N,2830,MU,,E VINE ST,38.36031,-75.59552,20220422,4/22/2022 12:00:00 AM,,-75.595522349177,38.3603108386743
643,2022,Q2,Dark No Lights,4,Wicomico,22,,133,Intersection,2,Head On,1,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4113004X,Property Damage Crash,,6.01,20220504,6/23/2023 8:19:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2105,MU,,0.25,East,E,PARSONS LAKE DR,0,Feet,F,E,3087,MU,,MISTY HOLLOW DR,38.40348,-75.55795,20220504,5/4/2022 12:00:00 AM,,-75.5579470706008,38.4034793571867
644,2022,Q2,Daylight,1,Wicomico,22,,133,,5.01,Angle Meets Right Turn,12,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6197002H,Injury Crash,,6.01,20220502,6/23/2023 7:57:00 PM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1330,MU,,0,East,E,W ISABELLA ST,50,Feet,F,E,50,US,BU,W SALISBURY PKWY,38.35564,-75.606,20220502,5/2/2022 12:00:00 AM,,-75.6059957799812,38.3556428725206
645,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Angle Meets Left Turn,13,Wet,1,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Other Pole,10,DE51560024,Property Damage Crash,Raining,3,20220405,6/23/2023 11:52:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,1130,MU,,0,North,N,HAMMOND ST,0,Feet,F,N,520,MU,,E CHURCH ST,38.37001,-75.59436,20220405,4/5/2022 12:00:00 AM,,-75.5943631131671,38.3700156153284
646,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1164001F,Injury Crash,,6.01,20220531,6/23/2023 1:41:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2125,MU,,0.14,West,W,PEMBERTON DR,0,Feet,F,W,2095,MU,,PARSONS RD,38.36755,-75.61771,20220531,5/31/2022 12:00:00 AM,,-75.6177113732812,38.3675553723826
647,2022,Q2,Daylight,1,Wicomico,22,,133,,88,Same Movement Angle,11,Wet,1,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2176002P,Property Damage Crash,Raining,3,20220507,6/23/2023 12:40:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,45,Feet,F,N,1897,MU,,E NAYLOR MILL RD,38.40955,-75.5652,20220507,5/7/2022 12:00:00 AM,,-75.5651984031837,38.4095512972546
648,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,One-way Trafficway,2,Not Applicable,0,DE6147002C,Property Damage Crash,,7.01,20220616,6/23/2023 2:10:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2920,MU,,0.06,South,S,WAVERLY ST,0,Feet,F,S,1710,MU,,MARYLAND AVE,38.35857,-75.60095,20220616,6/16/2022 12:00:00 AM,,-75.6009536050248,38.3585740661403
649,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,,88,DE413900CF,Injury Crash,,6.01,20220529,6/23/2023 6:22:00 PM,,Yes,Y,N,SALISBURY,UNK,Bicycle,4,Not Applicable,0,1780,MU,,0,South,S,MILL ST,0,Feet,F,S,1330,MU,,W ISABELLA ST,38.37199,-75.60062,20220529,5/29/2022 12:00:00 AM,,-75.6006205357091,38.3719903511738
650,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2172009L,Property Damage Crash,Raining,3,20220524,6/23/2023 11:39:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,0,Feet,F,N,1897,MU,,E NAYLOR MILL RD,38.4099,-75.56749,20220524,5/24/2022 12:00:00 AM,,-75.5674876661229,38.4098984598461
651,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1141003R,Injury Crash,,7.01,20220616,6/23/2023 8:14:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,UA,3.19,West,W,NAYLOR MILL RD,0,Feet,F,E,0,UU,,STRUC #2204700,38.40176,-75.62039,20220616,6/16/2022 12:00:00 AM,,-75.6203905336961,38.4017641458987
652,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,1,No Defects,1,One-way Trafficway,2,Not Applicable,0,DE1122005W,Property Damage Crash,,6.01,20220427,6/23/2023 12:12:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,1990,MU,,0.3,East,E,OHIO AVE,0,Feet,F,E,13,US,BU,S SALISBURY BLVD,38.3578,-75.60033,20220427,4/27/2022 12:00:00 AM,,-75.6003377564822,38.357795603984
653,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2145001K,Injury Crash,,6.01,20220526,6/23/2023 6:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,0,Feet,F,N,277,CO,,BEAGLIN PARK DR,38.34804,-75.58218,20220526,5/26/2022 12:00:00 AM,,-75.5821866991568,38.348036024443
654,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2172009Q,Property Damage Crash,,6.01,20220629,6/23/2023 10:50:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1950,MU,,0.77,North,N,NORTHWOOD DR,0,Feet,F,N,1125,MU,,W GORDY RD,38.39468,-75.67267,20220629,6/29/2022 12:00:00 AM,,-75.6726717440058,38.3946745419966
655,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4192003W,Property Damage Crash,Not Applicable,0,20220615,6/23/2023 7:52:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,2.966,East,E,W SALISBURY PKWY,50,Feet,F,W,730,MU,,CYPRESS ST,38.36708,-75.60732,20220615,6/15/2022 12:00:00 AM,,-75.6073112660021,38.3670806283683
656,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE2158008D,Property Damage Crash,,6.01,20220518,6/23/2023 6:22:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,13,US,BU,5.46,North,N,S SALISBURY BLVD,0,Feet,F,N,1681,MU,,E MARKET ST,38.36559,-75.59534,20220518,5/18/2022 12:00:00 AM,,-75.5953432743726,38.3655904787176
657,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE41130053,Injury Crash,,6.01,20220529,6/23/2023 1:48:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,13,US,BU,4.95,North,N,S SALISBURY BLVD,0,Feet,F,S,1810,MU,,MITCHELL ST,38.35941,-75.59822,20220529,5/29/2022 12:00:00 AM,,-75.5982179824739,38.3594114500784
658,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2153003J,Injury Crash,Not Applicable,0,20220625,6/23/2023 5:06:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,13,US,BU,5.47,North,N,N SALISBURY BLVD,0,Feet,F,N,1632,MU,,E MAIN ST,38.36607,-75.59532,20220625,6/25/2022 12:00:00 AM,,-75.5953233391008,38.3660751422541
659,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168002G,Injury Crash,,6.01,20220607,6/23/2023 8:15:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,350,MD,,0.53,East,E,MT HERMON RD,0,Feet,F,E,545,MU,,CIVIC AVE,38.3681,-75.57328,20220607,6/7/2022 12:00:00 AM,,-75.5732828245427,38.3680970070713
660,2022,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Other Pole,10,DE1122005Y,Property Damage Crash,Raining,3,20220507,6/23/2023 6:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,280,MU,,0.08,West,W,BROOKLYN AVE,1,Feet,F,E,230,MU,,BOSTON AVE,38.37742,-75.59361,20220507,5/7/2022 12:00:00 AM,,-75.5936134500007,38.3774225180348
661,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE1122005X,Property Damage Crash,,6.01,20220427,6/23/2023 6:13:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,2910,MU,,0.42,North,N,WAVERLY DR,0,Feet,F,N,1920,MU,,NEWTON ST,38.35983,-75.60138,20220427,4/27/2022 12:00:00 AM,,-75.6013784537526,38.3598315279028
662,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11430025,Injury Crash,,6.01,20220617,6/23/2023 9:58:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,12,MD,,6.8,North,N,SNOW HILL RD,0,Feet,F,S,2540,MU,,SHEFFIELD AVE,38.3546,-75.60118,20220617,6/17/2022 12:00:00 AM,,-75.6011798132977,38.3545946874949
663,2022,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Opposite Direction Sideswipe,6,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE413900CH,Property Damage Crash,,6.01,20220626,6/23/2023 1:25:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1331,MU,,0.47,East,E,E ISABELLA ST,50,Feet,F,W,2700,MU,,TILGHMAN ST,38.36884,-75.59126,20220626,6/26/2022 12:00:00 AM,,-75.5912649900872,38.368840222998
664,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168002H,Property Damage Crash,,6.01,20220613,6/23/2023 4:45:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2125,MU,,0.45,West,W,PEMBERTON DR,0,Feet,F,W,108,CO,,ELLEGOOD ST,38.36449,-75.62183,20220613,6/13/2022 12:00:00 AM,,-75.6218321487347,38.3644871913309
665,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Wet,1,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4115007L,Property Damage Crash,Raining,3,20220506,6/23/2023 12:12:00 PM,DE 8270,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1895,MU,,0.18,West,W,NAYLOR MILL RD,0,Feet,F,W,1945,MU,,NORTHGATE DR,38.40997,-75.56976,20220506,5/6/2022 12:00:00 AM,,-75.5697598077689,38.409964469185
666,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11430021,Injury Crash,,6.01,20220613,6/23/2023 10:23:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.17,North,N,S SALISBURY BLVD,100,Feet,F,N,631,MU,,W COLLEGE AVE,38.34862,-75.60197,20220613,6/13/2022 12:00:00 AM,,-75.6019649772019,38.3486165826892
667,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE5156002N,Property Damage Crash,,6.01,20220628,6/23/2023 5:44:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1462,MU,,0.02,North,N,LEMMON HILL LA,0,Feet,F,N,1230,MU,,HIGH ST,38.34404,-75.57985,20220628,6/28/2022 12:00:00 AM,,-75.5798523621967,38.3440359173238
668,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1164001K,Injury Crash,Raining,3,20220627,6/23/2023 4:41:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,370,MU,,0.33,South,S,CAMDEN AVE,0,Feet,F,S,1710,MU,,MARYLAND AVE,38.36755,-75.61771,20220627,6/27/2022 12:00:00 AM,,-75.6177113732812,38.3675553723826
669,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4161008B,Injury Crash,,6.01,20220619,6/23/2023 5:11:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.87,North,N,S SALISBURY BLVD,0,Feet,F,N,1710,MU,,MARYLAND AVE,38.35379,-75.58911,20220619,6/19/2022 12:00:00 AM,,-75.589111421355,38.3537856609795
670,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On,1,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4192003R,Injury Crash,,7.01,20220510,6/23/2023 12:05:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,4.129,East,E,E SALISBURY PKWY,0,Feet,F,E,1900,MU,,NAYLOR ST,38.36826,-75.5863,20220510,5/10/2022 12:00:00 AM,,-75.5863042046753,38.3682614454094
671,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE1164001C,Property Damage Crash,,6.01,20220530,6/23/2023 12:38:00 PM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Not Applicable,0,2570,MU,,0.81,South,S,SMITH ST,100,Feet,F,N,631,MU,,W COLLEGE AVE,38.34931,-75.60581,20220530,5/30/2022 12:00:00 AM,,-75.6058124774638,38.3493113512379
672,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE117000BZ,Injury Crash,,6.01,20220625,6/23/2023 5:40:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2910,MU,,0.34,North,N,WAVERLY DR,0,Feet,F,N,1710,MU,,MARYLAND AVE,38.35868,-75.6017,20220625,6/25/2022 12:00:00 AM,,-75.6016981339617,38.3586787930919
673,2022,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31770070,Injury Crash,,6.01,20220520,6/23/2023 6:22:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,960,MU,,0.13,East,E,FITZWATER ST,300,Feet,F,E,950,MU,,FIRST ST,38.3639,-75.61044,20220520,5/20/2022 12:00:00 AM,,-75.6104465976323,38.3638967468374
674,2022,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11640013,Injury Crash,,6.01,20220520,6/23/2023 8:43:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Pedalcycle,5,Not Applicable,0,740,MU,,0.1,South,S,DAVIS ST,0,Feet,F,S,1331,MU,,E ISABELLA ST,38.3691,-75.58886,20220520,5/20/2022 12:00:00 AM,,-75.5888611876936,38.3690996828042
675,2022,Q3,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Direction Left Turn,9,Dry,2,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE4184000K,Property Damage Crash,,6.01,20220924,6/23/2023 1:52:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2910,MU,,0.2,North,N,WAVERLY DR,0,Feet,F,N,1210,MU,,HAZEL AVE,38.35673,-75.60206,20220924,9/24/2022 12:00:00 AM,,-75.6020599995693,38.3567299999896
676,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Right Turn,8,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE11430026,Injury Crash,,6.01,20220618,6/23/2023 9:56:00 AM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,13,US,BU,4.67,North,N,S SALISBURY BLVD,0,Feet,F,N,1940,MU,,NORTH BLVD,38.3554,-75.60055,20220618,6/18/2022 12:00:00 AM,,-75.6005492878193,38.3554053363872
677,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31960018,Property Damage Crash,,7.01,20220526,6/23/2023 2:59:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.47,North,N,N SALISBURY BLVD,10,Feet,F,N,1632,MU,,E MAIN ST,38.36569,-75.59534,20220526,5/26/2022 12:00:00 AM,,-75.5953438796163,38.3656887764159
678,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Sideswipe,7,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,ZVW2620017,Property Damage Crash,Not Applicable,0,20220629,6/23/2023 1:58:00 PM,,No,N,N,WICOMICO,UNK,Other Vehicle,1,Not Applicable,0,1897,MU,,0,South,S,E NAYLOR MILL RD,0,Feet,F,S,13,US,,N SALISBURY BLVD,38.41016,-75.56717,20220629,6/29/2022 12:00:00 AM,,-75.5671729996342,38.4101549995536
679,2022,Q2,Daylight,1,Wicomico,22,,133,,7.01,Single Vehicle,17,Dry,2,1,Loose Surface Material,5,One-way Trafficway,2,Not Applicable,0,DE3135000D,Property Damage Crash,,6.01,20220401,6/23/2023 10:17:00 AM,,Yes,Y,N,SALISBURY,UNK,Not Applicable,0,Not Applicable,0,1775,MU,,0.39,West,W,MILFORD ST,20,Feet,F,E,13,US,BU,S SALISBURY BLVD,38.33897,-75.60582,20220401,4/1/2022 12:00:00 AM,,-75.6058232522412,38.3389664875135
680,2022,Q2,Dark No Lights,4,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4113004T,Property Damage Crash,,6.01,20220402,6/23/2023 7:46:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2040,MU,,0.68,South,S,N PARK DR,0,Feet,F,N,1745,MU,,MEMORIAL PLAZA,38.35982,-75.57982,20220402,4/2/2022 12:00:00 AM,,-75.5798224966109,38.3598164813456
681,2022,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE31770076,Injury Crash,,6.01,20220619,6/23/2023 9:33:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1590,MU,,0,South,S,LONG AVE,0,Feet,F,S,2720,MU,,TRUITT ST (BACK),38.36784,-75.58295,20220619,6/19/2022 12:00:00 AM,,-75.5829511336879,38.3678368287067
